timestamp,region,pm25,temperature,humidity,pm25_zscore,temperature_zscore,humidity_zscore
2025-01-06 11:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,26.79,43.64,-4.9,-0.19,-0.58
2024-12-31 19:30:00+00:00,New Delhi-8118,371.0,23.05,48.52,1.44,-1.04,-0.15
2024-12-31 23:30:00+00:00,New Delhi-8118,187.0,31.79,59.99,0.59,0.96,0.86
2025-01-01 03:30:00+00:00,New Delhi-8118,154.0,28.47,31.41,0.43,0.2,-1.65
2025-01-01 07:30:00+00:00,New Delhi-8118,176.0,21.0,52.27,0.53,-1.51,0.18
2025-01-01 11:30:00+00:00,New Delhi-8118,204.0,22.73,40.2,0.66,-1.12,-0.88
2025-01-01 15:30:00+00:00,New Delhi-8118,211.0,30.96,48.88,0.7,0.77,-0.12
2025-01-01 22:30:00+00:00,New Delhi-8118,173.0,22.59,56.19,0.52,-1.15,0.53
2025-01-02 02:30:00+00:00,New Delhi-8118,140.0,33.23,50.12,0.37,1.29,-0.01
2025-01-02 06:30:00+00:00,New Delhi-8118,209.0,32.09,54.59,0.69,1.03,0.39
2025-01-02 10:30:00+00:00,New Delhi-8118,217.0,21.02,35.9,0.72,-1.51,-1.26
2025-01-02 14:30:00+00:00,New Delhi-8118,262.0,23.85,36.01,0.93,-0.86,-1.25
2025-01-02 18:30:00+00:00,New Delhi-8118,208.0,25.76,63.7,0.68,-0.42,1.19
2025-01-02 21:30:00+00:00,US Diplomatic Post: New Delhi-8118,211.0,20.82,59.96,0.7,-1.56,0.86
2025-01-03 01:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,29.97,40.56,-4.9,0.54,-0.85
2025-01-03 05:30:00+00:00,US Diplomatic Post: New Delhi-8118,258.0,23.44,61.99,0.91,-0.95,1.04
2025-01-03 09:30:00+00:00,US Diplomatic Post: New Delhi-8118,330.0,32.71,47.3,1.25,1.17,-0.26
2025-01-03 13:30:00+00:00,US Diplomatic Post: New Delhi-8118,237.0,31.88,37.06,0.82,0.98,-1.16
2025-01-03 17:30:00+00:00,US Diplomatic Post: New Delhi-8118,352.0,20.97,33.35,1.35,-1.52,-1.48
2025-01-03 20:30:00+00:00,US Diplomatic Post: New Delhi-8118,192.0,34.89,38.02,0.61,1.67,-1.07
2025-01-04 00:30:00+00:00,US Diplomatic Post: New Delhi-8118,190.0,22.34,46.94,0.6,-1.21,-0.29
2025-01-04 04:30:00+00:00,US Diplomatic Post: New Delhi-8118,225.0,32.26,35.1,0.76,1.07,-1.33
2025-01-04 08:30:00+00:00,US Diplomatic Post: New Delhi-8118,400.0,32.71,59.54,1.57,1.17,0.82
2025-01-04 12:30:00+00:00,US Diplomatic Post: New Delhi-8118,288.0,33.46,64.0,1.05,1.34,1.21
2025-01-04 16:30:00+00:00,US Diplomatic Post: New Delhi-8118,323.0,26.83,46.92,1.21,-0.18,-0.29
2025-01-04 19:30:00+00:00,New Delhi-8118,254.0,21.76,58.37,0.9,-1.34,0.72
2025-01-04 23:30:00+00:00,New Delhi-8118,-999.0,30.17,52.67,-4.9,0.59,0.22
2025-01-05 03:30:00+00:00,New Delhi-8118,-999.0,30.82,43.99,-4.9,0.74,-0.55
2025-01-05 07:30:00+00:00,New Delhi-8118,-999.0,25.32,56.12,-4.9,-0.52,0.52
2025-01-05 11:30:00+00:00,New Delhi-8118,-999.0,20.81,63.51,-4.9,-1.56,1.17
2025-01-05 15:30:00+00:00,New Delhi-8118,-999.0,26.76,62.77,-4.9,-0.19,1.11
2025-01-05 22:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,22.96,57.64,-4.9,-1.06,0.65
2025-01-06 02:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,24.75,34.08,-4.9,-0.65,-1.42
2025-01-06 06:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,33.42,45.64,-4.9,1.34,-0.4
2025-01-06 10:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,21.61,52.61,-4.9,-1.37,0.21
2024-12-31 22:30:00+00:00,New Delhi-8118,204.0,25.04,46.84,0.66,-0.59,-0.3
2025-01-01 02:30:00+00:00,New Delhi-8118,165.0,24.72,33.28,0.48,-0.66,-1.49
2025-01-01 06:30:00+00:00,New Delhi-8118,188.0,21.58,54.71,0.59,-1.38,0.4
2025-01-01 10:30:00+00:00,New Delhi-8118,202.0,27.42,69.05,0.65,-0.04,1.66
2025-01-01 14:30:00+00:00,New Delhi-8118,196.0,27.9,69.83,0.63,0.07,1.73
2025-01-01 18:30:00+00:00,New Delhi-8118,200.0,33.26,50.42,0.65,1.3,0.02
2025-01-01 21:30:00+00:00,New Delhi-8118,173.0,32.7,48.86,0.52,1.17,-0.12
2025-01-02 01:30:00+00:00,New Delhi-8118,153.0,33.43,43.46,0.43,1.34,-0.59
2025-01-02 05:30:00+00:00,New Delhi-8118,204.0,32.49,69.8,0.66,1.12,1.73
2025-01-02 09:30:00+00:00,New Delhi-8118,213.0,26.75,52.96,0.71,-0.19,0.24
2025-01-02 13:30:00+00:00,New Delhi-8118,217.0,27.89,61.38,0.72,0.07,0.98
2025-01-02 17:30:00+00:00,New Delhi-8118,210.0,28.67,43.18,0.69,0.25,-0.62
2025-01-02 20:30:00+00:00,US Diplomatic Post: New Delhi-8118,213.0,29.81,61.41,0.71,0.51,0.99
2025-01-03 00:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,21.74,58.6,-4.9,-1.34,0.74
2025-01-03 04:30:00+00:00,US Diplomatic Post: New Delhi-8118,210.0,26.9,64.19,0.69,-0.16,1.23
2025-01-03 08:30:00+00:00,US Diplomatic Post: New Delhi-8118,382.0,32.91,39.46,1.49,1.22,-0.95
2025-01-03 12:30:00+00:00,US Diplomatic Post: New Delhi-8118,213.0,27.33,52.89,0.71,-0.06,0.24
2025-01-03 16:30:00+00:00,US Diplomatic Post: New Delhi-8118,345.0,31.15,33.2,1.32,0.81,-1.5
2025-01-03 19:30:00+00:00,US Diplomatic Post: New Delhi-8118,250.0,31.05,48.24,0.88,0.79,-0.17
2025-01-03 23:30:00+00:00,US Diplomatic Post: New Delhi-8118,180.0,28.79,63.95,0.55,0.27,1.21
2025-01-04 03:30:00+00:00,US Diplomatic Post: New Delhi-8118,169.0,27.04,47.89,0.5,-0.13,-0.2
2025-01-04 07:30:00+00:00,US Diplomatic Post: New Delhi-8118,442.0,25.47,42.41,1.76,-0.49,-0.69
2025-01-04 11:30:00+00:00,US Diplomatic Post: New Delhi-8118,301.0,27.08,49.52,1.11,-0.12,-0.06
2025-01-04 15:30:00+00:00,US Diplomatic Post: New Delhi-8118,313.0,22.34,30.97,1.17,-1.21,-1.69
2025-01-04 22:30:00+00:00,New Delhi-8118,-999.0,32.48,62.47,-4.9,1.12,1.08
2025-01-05 02:30:00+00:00,New Delhi-8118,-999.0,26.1,49.93,-4.9,-0.34,-0.02
2025-01-05 06:30:00+00:00,New Delhi-8118,-999.0,26.3,46.38,-4.9,-0.3,-0.34
2025-01-05 10:30:00+00:00,New Delhi-8118,-999.0,30.53,36.79,-4.9,0.67,-1.18
2025-01-05 14:30:00+00:00,New Delhi-8118,-999.0,22.14,35.65,-4.9,-1.25,-1.28
2025-01-05 18:30:00+00:00,New Delhi-8118,-999.0,25.98,53.1,-4.9,-0.37,0.26
2025-01-05 21:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,27.1,66.12,-4.9,-0.11,1.4
2025-01-06 01:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,21.72,35.28,-4.9,-1.35,-1.31
2025-01-06 05:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,21.2,51.74,-4.9,-1.47,0.14
2025-01-06 09:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,28.87,42.24,-4.9,0.29,-0.7
2025-01-06 13:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,23.09,61.53,-4.9,-1.03,1.0
2025-01-06 17:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,27.03,62.16,-4.9,-0.13,1.05
2025-01-06 20:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,32.99,41.61,-4.9,1.24,-0.76
2025-01-07 00:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,32.34,61.51,-4.9,1.09,1.0
2025-01-07 04:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,34.83,56.13,-4.9,1.66,0.52
2025-01-07 08:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,22.42,40.33,-4.9,-1.19,-0.87
2025-01-07 12:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,23.57,58.81,-4.9,-0.92,0.76
2025-01-07 16:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,26.08,35.21,-4.9,-0.35,-1.32
2025-01-07 19:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,26.17,46.85,-4.9,-0.33,-0.29
2025-01-07 23:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,28.72,56.4,-4.9,0.26,0.55
2025-01-08 03:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,31.58,64.79,-4.9,0.91,1.28
2025-01-08 07:30:00+00:00,US Diplomatic Post: New Delhi-8118,80.0,29.54,56.52,0.09,0.45,0.56
2025-01-08 11:30:00+00:00,US Diplomatic Post: New Delhi-8118,66.0,23.72,45.53,0.03,-0.89,-0.41
2025-01-06 14:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,34.99,34.45,-4.9,1.7,-1.39
2025-01-06 18:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,32.71,31.72,-4.9,1.17,-1.63
2025-01-06 21:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,21.59,30.08,-4.9,-1.38,-1.77
2025-01-07 01:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,27.12,68.09,-4.9,-0.11,1.57
2025-01-07 05:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,34.64,63.98,-4.9,1.61,1.21
2025-01-07 09:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,27.58,66.01,-4.9,-0.0,1.39
2025-01-07 13:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,29.83,66.59,-4.9,0.51,1.44
2025-01-07 17:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,33.0,38.38,-4.9,1.24,-1.04
2025-01-07 20:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,34.63,41.37,-4.9,1.61,-0.78
2025-01-08 00:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,28.39,69.55,-4.9,0.18,1.7
2025-01-08 04:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,24.71,47.55,-4.9,-0.66,-0.23
2025-01-08 08:30:00+00:00,US Diplomatic Post: New Delhi-8118,81.0,28.9,63.45,0.1,0.3,1.17
2025-01-06 15:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,34.93,40.19,-4.9,1.68,-0.88
2025-01-06 22:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,24.27,60.53,-4.9,-0.76,0.91
2025-01-07 02:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,26.76,41.6,-4.9,-0.19,-0.76
2025-01-07 06:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,29.9,61.5,-4.9,0.53,0.99
2025-01-07 10:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,34.68,52.63,-4.9,1.62,0.21
2025-01-07 14:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,24.92,34.19,-4.9,-0.61,-1.41
2025-01-07 18:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,30.88,62.49,-4.9,0.75,1.08
2025-01-07 21:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,25.74,47.68,-4.9,-0.43,-0.22
2025-01-08 01:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,28.55,58.91,-4.9,0.22,0.77
2025-01-08 05:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,20.54,44.05,-4.9,-1.62,-0.54
2025-01-08 09:30:00+00:00,US Diplomatic Post: New Delhi-8118,81.0,31.79,50.08,0.1,0.96,-0.01
2025-01-06 16:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,34.88,63.03,-4.9,1.67,1.13
2025-01-06 19:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,29.08,56.94,-4.9,0.34,0.59
2025-01-06 23:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,20.07,51.44,-4.9,-1.73,0.11
2025-01-07 03:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,20.01,54.15,-4.9,-1.74,0.35
2025-01-07 07:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,21.13,51.58,-4.9,-1.48,0.12
2025-01-07 11:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,22.48,43.07,-4.9,-1.17,-0.63
2025-01-07 15:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,32.64,59.03,-4.9,1.16,0.78
2025-01-07 22:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,23.03,43.18,-4.9,-1.05,-0.62
2025-01-08 02:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,32.35,59.23,-4.9,1.09,0.79
2025-01-08 06:30:00+00:00,US Diplomatic Post: New Delhi-8118,99.0,25.1,59.67,0.18,-0.57,0.83
2025-01-08 10:30:00+00:00,US Diplomatic Post: New Delhi-8118,70.0,29.88,48.94,0.04,0.52,-0.11
2025-01-16 02:30:00+00:00,US Diplomatic Post: New Delhi-8118,110.0,33.1,54.11,0.23,1.26,0.34
2025-01-16 06:30:00+00:00,US Diplomatic Post: New Delhi-8118,124.0,30.97,68.87,0.29,0.77,1.64
2025-01-16 10:30:00+00:00,US Diplomatic Post: New Delhi-8118,125.0,28.22,50.76,0.3,0.14,0.05
2025-01-16 14:30:00+00:00,US Diplomatic Post: New Delhi-8118,175.0,28.09,48.23,0.53,0.11,-0.17
2025-01-16 18:30:00+00:00,US Diplomatic Post: New Delhi-8118,310.0,28.51,51.08,1.15,0.21,0.08
2025-01-16 21:30:00+00:00,US Diplomatic Post: New Delhi-8118,211.0,32.94,52.94,0.7,1.23,0.24
2025-01-17 01:30:00+00:00,US Diplomatic Post: New Delhi-8118,118.0,24.26,63.26,0.27,-0.77,1.15
2025-01-17 05:30:00+00:00,US Diplomatic Post: New Delhi-8118,165.0,30.11,41.6,0.48,0.58,-0.76
2025-01-17 09:30:00+00:00,US Diplomatic Post: New Delhi-8118,112.0,24.95,35.28,0.24,-0.61,-1.31
2025-01-17 13:30:00+00:00,US Diplomatic Post: New Delhi-8118,140.0,21.48,60.94,0.37,-1.4,0.95
2025-01-17 17:30:00+00:00,US Diplomatic Post: New Delhi-8118,142.0,33.18,56.81,0.38,1.28,0.58
2025-01-16 04:30:00+00:00,US Diplomatic Post: New Delhi-8118,147.0,22.48,57.06,0.4,-1.17,0.6
2025-01-16 08:30:00+00:00,US Diplomatic Post: New Delhi-8118,101.0,30.31,57.51,0.19,0.62,0.64
2025-01-16 12:30:00+00:00,US Diplomatic Post: New Delhi-8118,127.0,32.58,55.04,0.31,1.14,0.43
2025-01-16 16:30:00+00:00,US Diplomatic Post: New Delhi-8118,277.0,26.99,53.27,1.0,-0.14,0.27
2025-01-16 19:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,34.81,41.13,-4.9,1.65,-0.8
2025-01-16 23:30:00+00:00,US Diplomatic Post: New Delhi-8118,132.0,22.45,34.24,0.33,-1.18,-1.4
2025-01-17 03:30:00+00:00,US Diplomatic Post: New Delhi-8118,138.0,25.76,30.98,0.36,-0.42,-1.69
2025-01-17 07:30:00+00:00,US Diplomatic Post: New Delhi-8118,143.0,34.76,48.53,0.38,1.64,-0.15
2025-01-17 11:30:00+00:00,US Diplomatic Post: New Delhi-8118,119.0,20.89,60.79,0.27,-1.54,0.93
2025-01-17 15:30:00+00:00,US Diplomatic Post: New Delhi-8118,161.0,31.79,46.35,0.47,0.96,-0.34
2025-01-16 03:30:00+00:00,US Diplomatic Post: New Delhi-8118,115.0,33.35,47.46,0.25,1.32,-0.24
2025-01-16 07:30:00+00:00,US Diplomatic Post: New Delhi-8118,121.0,23.56,39.36,0.28,-0.93,-0.95
2025-01-16 11:30:00+00:00,US Diplomatic Post: New Delhi-8118,129.0,26.26,48.86,0.32,-0.31,-0.12
2025-01-16 15:30:00+00:00,US Diplomatic Post: New Delhi-8118,227.0,24.0,31.23,0.77,-0.83,-1.67
2025-01-16 22:30:00+00:00,US Diplomatic Post: New Delhi-8118,196.0,29.17,51.99,0.63,0.36,0.16
2025-01-17 02:30:00+00:00,US Diplomatic Post: New Delhi-8118,126.0,28.06,64.69,0.3,0.11,1.28
2025-01-17 06:30:00+00:00,US Diplomatic Post: New Delhi-8118,166.0,24.3,68.68,0.49,-0.76,1.63
2025-01-17 10:30:00+00:00,US Diplomatic Post: New Delhi-8118,108.0,31.98,53.04,0.22,1.0,0.25
2025-01-17 14:30:00+00:00,US Diplomatic Post: New Delhi-8118,170.0,21.44,33.79,0.51,-1.41,-1.44
2025-01-17 18:30:00+00:00,US Diplomatic Post: New Delhi-8118,130.0,27.64,55.02,0.32,0.01,0.42
2025-01-08 13:30:00+00:00,US Diplomatic Post: New Delhi-8118,117.0,27.99,56.95,0.26,0.09,0.59
2025-01-08 17:30:00+00:00,US Diplomatic Post: New Delhi-8118,270.0,30.44,51.93,0.97,0.65,0.15
2025-01-08 20:30:00+00:00,US Diplomatic Post: New Delhi-8118,234.0,20.35,61.9,0.8,-1.66,1.03
2025-01-09 00:30:00+00:00,US Diplomatic Post: New Delhi-8118,176.0,20.25,62.12,0.53,-1.69,1.05
2025-01-09 04:30:00+00:00,US Diplomatic Post: New Delhi-8118,183.0,34.56,69.64,0.57,1.6,1.71
2025-01-09 08:30:00+00:00,US Diplomatic Post: New Delhi-8118,427.0,21.19,69.83,1.7,-1.47,1.73
2025-01-09 12:30:00+00:00,US Diplomatic Post: New Delhi-8118,305.0,28.26,62.75,1.13,0.15,1.1
2025-01-09 16:30:00+00:00,US Diplomatic Post: New Delhi-8118,338.0,34.79,37.62,1.28,1.65,-1.11
2025-01-09 19:30:00+00:00,US Diplomatic Post: New Delhi-8118,351.0,25.05,68.27,1.34,-0.58,1.59
2025-01-09 23:30:00+00:00,US Diplomatic Post: New Delhi-8118,349.0,25.17,44.27,1.33,-0.56,-0.52
2025-01-08 14:30:00+00:00,US Diplomatic Post: New Delhi-8118,129.0,30.11,66.69,0.32,0.58,1.45
2025-01-08 18:30:00+00:00,US Diplomatic Post: New Delhi-8118,260.0,23.52,42.66,0.92,-0.94,-0.66
2025-01-08 21:30:00+00:00,US Diplomatic Post: New Delhi-8118,200.0,23.63,48.61,0.65,-0.91,-0.14
2025-01-09 01:30:00+00:00,US Diplomatic Post: New Delhi-8118,160.0,33.57,39.3,0.46,1.37,-0.96
2025-01-09 05:30:00+00:00,US Diplomatic Post: New Delhi-8118,161.0,21.44,31.17,0.47,-1.41,-1.67
2025-01-09 09:30:00+00:00,US Diplomatic Post: New Delhi-8118,369.0,33.26,54.33,1.43,1.3,0.36
2025-01-09 13:30:00+00:00,US Diplomatic Post: New Delhi-8118,374.0,29.64,37.65,1.45,0.47,-1.1
2025-01-09 17:30:00+00:00,US Diplomatic Post: New Delhi-8118,339.0,27.77,66.43,1.29,0.04,1.43
2025-01-09 20:30:00+00:00,US Diplomatic Post: New Delhi-8118,359.0,25.49,61.02,1.38,-0.48,0.95
2025-01-10 00:30:00+00:00,US Diplomatic Post: New Delhi-8118,289.0,25.33,41.62,1.06,-0.52,-0.76
2025-01-10 01:30:00+00:00,US Diplomatic Post: New Delhi-8118,157.0,25.06,69.94,0.45,-0.58,1.74
