timestamp,region,pm25,temperature,humidity
2025-01-05 20:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,33.64,38.56
2025-01-06 00:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,22.92,38.51
2025-01-06 04:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,32.96,59.22
2025-01-06 08:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,27.76,51.15
2025-01-06 12:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,28.07,63.64
2024-12-31 20:30:00+00:00,New Delhi-8118,343.0,31.96,58.66
2025-01-01 00:30:00+00:00,New Delhi-8118,189.0,30.4,33.38
2025-01-01 04:30:00+00:00,New Delhi-8118,170.0,20.3,34.4
2025-01-01 08:30:00+00:00,New Delhi-8118,202.0,32.99,44.8
2025-01-01 12:30:00+00:00,New Delhi-8118,203.0,23.11,41.84
2025-01-01 16:30:00+00:00,New Delhi-8118,213.0,21.19,37.86
2025-01-01 19:30:00+00:00,New Delhi-8118,163.0,32.97,30.31
2025-01-01 23:30:00+00:00,New Delhi-8118,176.0,23.52,45.46
2025-01-02 03:30:00+00:00,New Delhi-8118,167.0,29.2,57.94
2025-01-02 07:30:00+00:00,New Delhi-8118,179.0,28.4,69.57
2025-01-02 11:30:00+00:00,New Delhi-8118,191.0,20.13,49.35
2025-01-02 15:30:00+00:00,New Delhi-8118,308.0,27.01,49.16
2025-01-02 22:30:00+00:00,US Diplomatic Post: New Delhi-8118,200.0,26.72,61.85
2025-01-03 02:30:00+00:00,US Diplomatic Post: New Delhi-8118,203.0,21.1,53.36
2025-01-03 06:30:00+00:00,US Diplomatic Post: New Delhi-8118,349.0,32.17,38.91
2025-01-03 10:30:00+00:00,US Diplomatic Post: New Delhi-8118,278.0,30.98,42.9
2025-01-03 14:30:00+00:00,US Diplomatic Post: New Delhi-8118,265.0,33.69,60.53
2025-01-03 18:30:00+00:00,US Diplomatic Post: New Delhi-8118,333.0,21.31,38.93
2025-01-03 21:30:00+00:00,US Diplomatic Post: New Delhi-8118,149.0,33.21,65.77
2025-01-04 01:30:00+00:00,US Diplomatic Post: New Delhi-8118,179.0,20.27,65.23
2025-01-04 05:30:00+00:00,US Diplomatic Post: New Delhi-8118,334.0,24.36,37.69
2025-01-04 09:30:00+00:00,US Diplomatic Post: New Delhi-8118,370.0,34.97,51.98
2025-01-04 13:30:00+00:00,US Diplomatic Post: New Delhi-8118,278.0,24.25,55.0
2025-01-04 17:30:00+00:00,US Diplomatic Post: New Delhi-8118,303.0,20.19,46.44
2025-01-04 20:30:00+00:00,New Delhi-8118,219.0,24.58,62.19
2025-01-05 00:30:00+00:00,New Delhi-8118,-999.0,33.65,51.53
2025-01-05 04:30:00+00:00,New Delhi-8118,-999.0,22.63,50.59
2025-01-05 08:30:00+00:00,New Delhi-8118,-999.0,31.9,68.09
2025-01-05 12:30:00+00:00,New Delhi-8118,-999.0,30.52,64.28
2025-01-05 16:30:00+00:00,New Delhi-8118,-999.0,25.21,69.97
2025-01-05 19:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,23.11,42.34
2025-01-05 23:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,26.88,53.99
2025-01-06 03:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,24.51,57.15
2025-01-06 07:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,29.99,57.28
2025-01-06 11:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,26.79,43.64
2024-12-31 19:30:00+00:00,New Delhi-8118,371.0,23.05,48.52
2024-12-31 23:30:00+00:00,New Delhi-8118,187.0,31.79,59.99
2025-01-01 03:30:00+00:00,New Delhi-8118,154.0,28.47,31.41
2025-01-01 07:30:00+00:00,New Delhi-8118,176.0,21.0,52.27
2025-01-01 11:30:00+00:00,New Delhi-8118,204.0,22.73,40.2
2025-01-01 15:30:00+00:00,New Delhi-8118,211.0,30.96,48.88
2025-01-01 22:30:00+00:00,New Delhi-8118,173.0,22.59,56.19
2025-01-02 02:30:00+00:00,New Delhi-8118,140.0,33.23,50.12
2025-01-02 06:30:00+00:00,New Delhi-8118,209.0,32.09,54.59
2025-01-02 10:30:00+00:00,New Delhi-8118,217.0,21.02,35.9
2025-01-02 14:30:00+00:00,New Delhi-8118,262.0,23.85,36.01
2025-01-02 18:30:00+00:00,New Delhi-8118,208.0,25.76,63.7
2025-01-02 21:30:00+00:00,US Diplomatic Post: New Delhi-8118,211.0,20.82,59.96
2025-01-03 01:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,29.97,40.56
2025-01-03 05:30:00+00:00,US Diplomatic Post: New Delhi-8118,258.0,23.44,61.99
2025-01-03 09:30:00+00:00,US Diplomatic Post: New Delhi-8118,330.0,32.71,47.3
2025-01-03 13:30:00+00:00,US Diplomatic Post: New Delhi-8118,237.0,31.88,37.06
2025-01-03 17:30:00+00:00,US Diplomatic Post: New Delhi-8118,352.0,20.97,33.35
2025-01-03 20:30:00+00:00,US Diplomatic Post: New Delhi-8118,192.0,34.89,38.02
2025-01-04 00:30:00+00:00,US Diplomatic Post: New Delhi-8118,190.0,22.34,46.94
2025-01-04 04:30:00+00:00,US Diplomatic Post: New Delhi-8118,225.0,32.26,35.1
2025-01-04 08:30:00+00:00,US Diplomatic Post: New Delhi-8118,400.0,32.71,59.54
2025-01-04 12:30:00+00:00,US Diplomatic Post: New Delhi-8118,288.0,33.46,64.0
2025-01-04 16:30:00+00:00,US Diplomatic Post: New Delhi-8118,323.0,26.83,46.92
2025-01-04 19:30:00+00:00,New Delhi-8118,254.0,21.76,58.37
2025-01-04 23:30:00+00:00,New Delhi-8118,-999.0,30.17,52.67
2025-01-05 03:30:00+00:00,New Delhi-8118,-999.0,30.82,43.99
2025-01-05 07:30:00+00:00,New Delhi-8118,-999.0,25.32,56.12
2025-01-05 11:30:00+00:00,New Delhi-8118,-999.0,20.81,63.51
2025-01-05 15:30:00+00:00,New Delhi-8118,-999.0,26.76,62.77
2025-01-05 22:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,22.96,57.64
2025-01-06 02:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,24.75,34.08
2025-01-06 06:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,33.42,45.64
2025-01-06 10:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,21.61,52.61
2024-12-31 22:30:00+00:00,New Delhi-8118,204.0,25.04,46.84
2025-01-01 02:30:00+00:00,New Delhi-8118,165.0,24.72,33.28
2025-01-01 06:30:00+00:00,New Delhi-8118,188.0,21.58,54.71
2025-01-01 10:30:00+00:00,New Delhi-8118,202.0,27.42,69.05
2025-01-01 14:30:00+00:00,New Delhi-8118,196.0,27.9,69.83
2025-01-01 18:30:00+00:00,New Delhi-8118,200.0,33.26,50.42
2025-01-01 21:30:00+00:00,New Delhi-8118,173.0,32.7,48.86
2025-01-02 01:30:00+00:00,New Delhi-8118,153.0,33.43,43.46
2025-01-02 05:30:00+00:00,New Delhi-8118,204.0,32.49,69.8
2025-01-02 09:30:00+00:00,New Delhi-8118,213.0,26.75,52.96
2025-01-02 13:30:00+00:00,New Delhi-8118,217.0,27.89,61.38
2025-01-02 17:30:00+00:00,New Delhi-8118,210.0,28.67,43.18
2025-01-02 20:30:00+00:00,US Diplomatic Post: New Delhi-8118,213.0,29.81,61.41
2025-01-03 00:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,21.74,58.6
2025-01-03 04:30:00+00:00,US Diplomatic Post: New Delhi-8118,210.0,26.9,64.19
2025-01-03 08:30:00+00:00,US Diplomatic Post: New Delhi-8118,382.0,32.91,39.46
2025-01-03 12:30:00+00:00,US Diplomatic Post: New Delhi-8118,213.0,27.33,52.89
2025-01-03 16:30:00+00:00,US Diplomatic Post: New Delhi-8118,345.0,31.15,33.2
2025-01-03 19:30:00+00:00,US Diplomatic Post: New Delhi-8118,250.0,31.05,48.24
2025-01-03 23:30:00+00:00,US Diplomatic Post: New Delhi-8118,180.0,28.79,63.95
2025-01-04 03:30:00+00:00,US Diplomatic Post: New Delhi-8118,169.0,27.04,47.89
2025-01-04 07:30:00+00:00,US Diplomatic Post: New Delhi-8118,442.0,25.47,42.41
2025-01-04 11:30:00+00:00,US Diplomatic Post: New Delhi-8118,301.0,27.08,49.52
2025-01-04 15:30:00+00:00,US Diplomatic Post: New Delhi-8118,313.0,22.34,30.97
2025-01-04 22:30:00+00:00,New Delhi-8118,-999.0,32.48,62.47
2025-01-05 02:30:00+00:00,New Delhi-8118,-999.0,26.1,49.93
2025-01-05 06:30:00+00:00,New Delhi-8118,-999.0,26.3,46.38
2025-01-05 10:30:00+00:00,New Delhi-8118,-999.0,30.53,36.79
2025-01-05 14:30:00+00:00,New Delhi-8118,-999.0,22.14,35.65
2025-01-05 18:30:00+00:00,New Delhi-8118,-999.0,25.98,53.1
2025-01-05 21:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,27.1,66.12
2025-01-06 01:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,21.72,35.28
2025-01-06 05:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,21.2,51.74
2025-01-06 09:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,28.87,42.24
2025-01-06 13:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,23.09,61.53
2025-01-06 17:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,27.03,62.16
2025-01-06 20:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,32.99,41.61
2025-01-07 00:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,32.34,61.51
2025-01-07 04:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,34.83,56.13
2025-01-07 08:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,22.42,40.33
2025-01-07 12:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,23.57,58.81
2025-01-07 16:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,26.08,35.21
2025-01-07 19:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,26.17,46.85
2025-01-07 23:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,28.72,56.4
2025-01-08 03:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,31.58,64.79
2025-01-08 07:30:00+00:00,US Diplomatic Post: New Delhi-8118,80.0,29.54,56.52
2025-01-08 11:30:00+00:00,US Diplomatic Post: New Delhi-8118,66.0,23.72,45.53
2025-01-06 14:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,34.99,34.45
2025-01-06 18:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,32.71,31.72
2025-01-06 21:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,21.59,30.08
2025-01-07 01:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,27.12,68.09
2025-01-07 05:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,34.64,63.98
2025-01-07 09:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,27.58,66.01
2025-01-07 13:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,29.83,66.59
2025-01-07 17:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,33.0,38.38
2025-01-07 20:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,34.63,41.37
2025-01-08 00:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,28.39,69.55
2025-01-08 04:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,24.71,47.55
2025-01-08 08:30:00+00:00,US Diplomatic Post: New Delhi-8118,81.0,28.9,63.45
2025-01-06 15:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,34.93,40.19
2025-01-06 22:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,24.27,60.53
2025-01-07 02:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,26.76,41.6
2025-01-07 06:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,29.9,61.5
2025-01-07 10:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,34.68,52.63
2025-01-07 14:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,24.92,34.19
2025-01-07 18:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,30.88,62.49
2025-01-07 21:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,25.74,47.68
2025-01-08 01:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,28.55,58.91
2025-01-08 05:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,20.54,44.05
2025-01-08 09:30:00+00:00,US Diplomatic Post: New Delhi-8118,81.0,31.79,50.08
2025-01-06 16:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,34.88,63.03
2025-01-06 19:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,29.08,56.94
2025-01-06 23:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,20.07,51.44
2025-01-07 03:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,20.01,54.15
2025-01-07 07:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,21.13,51.58
2025-01-07 11:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,22.48,43.07
2025-01-07 15:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,32.64,59.03
2025-01-07 22:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,23.03,43.18
2025-01-08 02:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,32.35,59.23
2025-01-08 06:30:00+00:00,US Diplomatic Post: New Delhi-8118,99.0,25.1,59.67
2025-01-08 10:30:00+00:00,US Diplomatic Post: New Delhi-8118,70.0,29.88,48.94
2025-01-16 02:30:00+00:00,US Diplomatic Post: New Delhi-8118,110.0,33.1,54.11
2025-01-16 06:30:00+00:00,US Diplomatic Post: New Delhi-8118,124.0,30.97,68.87
2025-01-16 10:30:00+00:00,US Diplomatic Post: New Delhi-8118,125.0,28.22,50.76
2025-01-16 14:30:00+00:00,US Diplomatic Post: New Delhi-8118,175.0,28.09,48.23
2025-01-16 18:30:00+00:00,US Diplomatic Post: New Delhi-8118,310.0,28.51,51.08
2025-01-16 21:30:00+00:00,US Diplomatic Post: New Delhi-8118,211.0,32.94,52.94
2025-01-17 01:30:00+00:00,US Diplomatic Post: New Delhi-8118,118.0,24.26,63.26
2025-01-17 05:30:00+00:00,US Diplomatic Post: New Delhi-8118,165.0,30.11,41.6
2025-01-17 09:30:00+00:00,US Diplomatic Post: New Delhi-8118,112.0,24.95,35.28
2025-01-17 13:30:00+00:00,US Diplomatic Post: New Delhi-8118,140.0,21.48,60.94
2025-01-17 17:30:00+00:00,US Diplomatic Post: New Delhi-8118,142.0,33.18,56.81
2025-01-16 04:30:00+00:00,US Diplomatic Post: New Delhi-8118,147.0,22.48,57.06
2025-01-16 08:30:00+00:00,US Diplomatic Post: New Delhi-8118,101.0,30.31,57.51
2025-01-16 12:30:00+00:00,US Diplomatic Post: New Delhi-8118,127.0,32.58,55.04
2025-01-16 16:30:00+00:00,US Diplomatic Post: New Delhi-8118,277.0,26.99,53.27
2025-01-16 19:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,34.81,41.13
2025-01-16 23:30:00+00:00,US Diplomatic Post: New Delhi-8118,132.0,22.45,34.24
2025-01-17 03:30:00+00:00,US Diplomatic Post: New Delhi-8118,138.0,25.76,30.98
2025-01-17 07:30:00+00:00,US Diplomatic Post: New Delhi-8118,143.0,34.76,48.53
2025-01-17 11:30:00+00:00,US Diplomatic Post: New Delhi-8118,119.0,20.89,60.79
2025-01-17 15:30:00+00:00,US Diplomatic Post: New Delhi-8118,161.0,31.79,46.35
2025-01-16 03:30:00+00:00,US Diplomatic Post: New Delhi-8118,115.0,33.35,47.46
2025-01-16 07:30:00+00:00,US Diplomatic Post: New Delhi-8118,121.0,23.56,39.36
2025-01-16 11:30:00+00:00,US Diplomatic Post: New Delhi-8118,129.0,26.26,48.86
2025-01-16 15:30:00+00:00,US Diplomatic Post: New Delhi-8118,227.0,24.0,31.23
2025-01-16 22:30:00+00:00,US Diplomatic Post: New Delhi-8118,196.0,29.17,51.99
2025-01-17 02:30:00+00:00,US Diplomatic Post: New Delhi-8118,126.0,28.06,64.69
2025-01-17 06:30:00+00:00,US Diplomatic Post: New Delhi-8118,166.0,24.3,68.68
2025-01-17 10:30:00+00:00,US Diplomatic Post: New Delhi-8118,108.0,31.98,53.04
2025-01-17 14:30:00+00:00,US Diplomatic Post: New Delhi-8118,170.0,21.44,33.79
2025-01-17 18:30:00+00:00,US Diplomatic Post: New Delhi-8118,130.0,27.64,55.02
2025-01-08 13:30:00+00:00,US Diplomatic Post: New Delhi-8118,117.0,27.99,56.95
2025-01-08 17:30:00+00:00,US Diplomatic Post: New Delhi-8118,270.0,30.44,51.93
2025-01-08 20:30:00+00:00,US Diplomatic Post: New Delhi-8118,234.0,20.35,61.9
2025-01-09 00:30:00+00:00,US Diplomatic Post: New Delhi-8118,176.0,20.25,62.12
2025-01-09 04:30:00+00:00,US Diplomatic Post: New Delhi-8118,183.0,34.56,69.64
2025-01-09 08:30:00+00:00,US Diplomatic Post: New Delhi-8118,427.0,21.19,69.83
2025-01-09 12:30:00+00:00,US Diplomatic Post: New Delhi-8118,305.0,28.26,62.75
2025-01-09 16:30:00+00:00,US Diplomatic Post: New Delhi-8118,338.0,34.79,37.62
2025-01-09 19:30:00+00:00,US Diplomatic Post: New Delhi-8118,351.0,25.05,68.27
2025-01-09 23:30:00+00:00,US Diplomatic Post: New Delhi-8118,349.0,25.17,44.27
2025-01-08 14:30:00+00:00,US Diplomatic Post: New Delhi-8118,129.0,30.11,66.69
2025-01-08 18:30:00+00:00,US Diplomatic Post: New Delhi-8118,260.0,23.52,42.66
2025-01-08 21:30:00+00:00,US Diplomatic Post: New Delhi-8118,200.0,23.63,48.61
2025-01-09 01:30:00+00:00,US Diplomatic Post: New Delhi-8118,160.0,33.57,39.3
2025-01-09 05:30:00+00:00,US Diplomatic Post: New Delhi-8118,161.0,21.44,31.17
2025-01-09 09:30:00+00:00,US Diplomatic Post: New Delhi-8118,369.0,33.26,54.33
2025-01-09 13:30:00+00:00,US Diplomatic Post: New Delhi-8118,374.0,29.64,37.65
2025-01-09 17:30:00+00:00,US Diplomatic Post: New Delhi-8118,339.0,27.77,66.43
2025-01-09 20:30:00+00:00,US Diplomatic Post: New Delhi-8118,359.0,25.49,61.02
2025-01-10 00:30:00+00:00,US Diplomatic Post: New Delhi-8118,289.0,25.33,41.62
2025-01-10 01:30:00+00:00,US Diplomatic Post: New Delhi-8118,157.0,25.06,69.94
2025-01-10 05:30:00+00:00,US Diplomatic Post: New Delhi-8118,248.0,31.2,38.49
2025-01-10 09:30:00+00:00,US Diplomatic Post: New Delhi-8118,209.0,28.91,43.13
2025-01-10 13:30:00+00:00,US Diplomatic Post: New Delhi-8118,217.0,33.92,40.39
2025-01-10 17:30:00+00:00,US Diplomatic Post: New Delhi-8118,290.0,34.8,41.93
2025-01-10 20:30:00+00:00,US Diplomatic Post: New Delhi-8118,188.0,34.95,42.13
2025-01-11 00:30:00+00:00,US Diplomatic Post: New Delhi-8118,138.0,23.89,30.79
2025-01-11 04:30:00+00:00,US Diplomatic Post: New Delhi-8118,157.0,31.78,31.93
2025-01-11 08:30:00+00:00,US Diplomatic Post: New Delhi-8118,182.0,29.69,42.53
2025-01-11 12:30:00+00:00,US Diplomatic Post: New Delhi-8118,226.0,28.13,57.78
2025-01-19 05:30:00+00:00,US Diplomatic Post: New Delhi-8118,386.0,28.29,63.92
2025-01-19 09:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,22.1,62.73
2025-01-19 13:30:00+00:00,US Diplomatic Post: New Delhi-8118,129.0,31.27,37.76
2025-01-19 17:30:00+00:00,US Diplomatic Post: New Delhi-8118,257.0,29.75,54.09
2025-01-19 20:30:00+00:00,US Diplomatic Post: New Delhi-8118,211.0,25.0,55.64
2025-01-20 00:30:00+00:00,US Diplomatic Post: New Delhi-8118,156.0,31.75,64.11
2025-01-20 04:30:00+00:00,US Diplomatic Post: New Delhi-8118,154.0,24.47,66.0
2025-01-20 08:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,30.73,63.4
2025-01-20 12:30:00+00:00,US Diplomatic Post: New Delhi-8118,125.0,26.76,36.66
2025-01-20 16:30:00+00:00,US Diplomatic Post: New Delhi-8118,211.0,32.37,46.95
2025-01-10 02:30:00+00:00,US Diplomatic Post: New Delhi-8118,183.0,30.44,62.46
2025-01-10 06:30:00+00:00,US Diplomatic Post: New Delhi-8118,220.0,31.4,41.54
2025-01-10 10:30:00+00:00,US Diplomatic Post: New Delhi-8118,199.0,20.9,43.09
2025-01-10 14:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,25.15,51.65
2025-01-10 18:30:00+00:00,US Diplomatic Post: New Delhi-8118,281.0,34.0,67.4
2025-01-10 21:30:00+00:00,US Diplomatic Post: New Delhi-8118,160.0,24.24,47.05
2025-01-11 01:30:00+00:00,US Diplomatic Post: New Delhi-8118,128.0,22.27,52.38
2025-01-11 05:30:00+00:00,US Diplomatic Post: New Delhi-8118,183.0,33.11,47.08
2025-01-11 09:30:00+00:00,US Diplomatic Post: New Delhi-8118,192.0,20.75,49.76
2025-01-11 13:30:00+00:00,US Diplomatic Post: New Delhi-8118,164.0,32.02,62.06
2025-01-16 05:30:00+00:00,US Diplomatic Post: New Delhi-8118,159.0,30.67,45.85
2025-01-16 09:30:00+00:00,US Diplomatic Post: New Delhi-8118,105.0,30.13,66.65
2025-01-16 13:30:00+00:00,US Diplomatic Post: New Delhi-8118,142.0,21.36,61.82
2025-01-16 17:30:00+00:00,US Diplomatic Post: New Delhi-8118,311.0,28.61,66.34
2025-01-16 20:30:00+00:00,US Diplomatic Post: New Delhi-8118,228.0,26.82,39.5
2025-01-17 00:30:00+00:00,US Diplomatic Post: New Delhi-8118,133.0,24.0,49.47
2025-01-17 04:30:00+00:00,US Diplomatic Post: New Delhi-8118,157.0,20.35,36.2
2025-01-17 08:30:00+00:00,US Diplomatic Post: New Delhi-8118,116.0,21.55,65.22
2025-01-17 12:30:00+00:00,US Diplomatic Post: New Delhi-8118,128.0,27.56,54.62
2025-01-17 16:30:00+00:00,US Diplomatic Post: New Delhi-8118,144.0,21.44,66.38
2025-01-19 04:30:00+00:00,US Diplomatic Post: New Delhi-8118,369.0,32.1,40.75
2025-01-19 08:30:00+00:00,US Diplomatic Post: New Delhi-8118,94.0,29.59,61.85
2025-01-19 12:30:00+00:00,US Diplomatic Post: New Delhi-8118,120.0,27.47,61.6
2025-01-19 16:30:00+00:00,US Diplomatic Post: New Delhi-8118,230.0,21.87,39.73
2025-01-19 19:30:00+00:00,US Diplomatic Post: New Delhi-8118,296.0,32.43,68.76
2025-01-19 23:30:00+00:00,US Diplomatic Post: New Delhi-8118,180.0,20.55,58.15
2025-01-20 03:30:00+00:00,US Diplomatic Post: New Delhi-8118,159.0,21.7,67.86
2025-01-20 07:30:00+00:00,US Diplomatic Post: New Delhi-8118,-999.0,28.09,43.48
2025-01-20 11:30:00+00:00,US Diplomatic Post: New Delhi-8118,121.0,34.85,35.61
2025-01-20 15:30:00+00:00,US Diplomatic Post: New Delhi-8118,199.0,26.92,40.63
2025-01-10 04:30:00+00:00,US Diplomatic Post: New Delhi-8118,207.0,21.3,64.39
2025-01-10 08:30:00+00:00,US Diplomatic Post: New Delhi-8118,207.0,26.04,40.0
2025-01-10 12:30:00+00:00,US Diplomatic Post: New Delhi-8118,196.0,23.7,39.93
2025-01-10 16:30:00+00:00,US Diplomatic Post: New Delhi-8118,273.0,21.87,66.07
2025-01-10 19:30:00+00:00,US Diplomatic Post: New Delhi-8118,243.0,32.3,54.35
2025-01-10 23:30:00+00:00,US Diplomatic Post: New Delhi-8118,146.0,23.59,42.26
2025-01-11 03:30:00+00:00,US Diplomatic Post: New Delhi-8118,143.0,32.78,50.48
2025-01-11 07:30:00+00:00,US Diplomatic Post: New Delhi-8118,187.0,24.98,47.11
2025-01-11 11:30:00+00:00,US Diplomatic Post: New Delhi-8118,201.0,23.71,32.47
2025-01-11 15:30:00+00:00,US Diplomatic Post: New Delhi-8118,135.0,34.55,54.74
2025-01-11 17:30:00+00:00,US Diplomatic Post: New Delhi-8118,126.0,28.46,36.75
2025-01-11 20:30:00+00:00,US Diplomatic Post: New Delhi-8118,129.0,33.44,66.88
2025-01-12 00:30:00+00:00,US Diplomatic Post: New Delhi-8118,173.0,20.4,31.88
2025-01-12 04:30:00+00:00,US Diplomatic Post: New Delhi-8118,137.0,32.8,41.93
2025-01-12 08:30:00+00:00,US Diplomatic Post: New Delhi-8118,144.0,32.67,54.1
2025-01-12 12:30:00+00:00,US Diplomatic Post: New Delhi-8118,138.0,29.47,44.74
2025-01-12 16:30:00+00:00,US Diplomatic Post: New Delhi-8118,217.0,33.76,57.92
2025-01-12 19:30:00+00:00,New Delhi-8118,180.0,28.73,48.09
